form_code,form_title,group,court_routing,package_key,relationship_type,county,confidence_score,mapping_source,status,notes
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: FINDINGS_OF_FACT
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Findings of fact/conclusions of law
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: FINDINGS_OF_FACT
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Findings of fact/conclusions of law
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-10,Findings of Fact/Conclusions of Law,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-11,Judgment of Divorce,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Judgment of divorce
UD-11,Judgment of Divorce,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-11,Judgment of Divorce,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-11,Judgment of Divorce,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-11,Judgment of Divorce,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-11,Judgment of Divorce,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: PART130_CERT
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Part 130 certification
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-12,Part 130 Certification,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-13,Request for Judicial Intervention,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: RJI
UD-13,Request for Judicial Intervention,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: conference
UD-13,Request for Judicial Intervention,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: conference
UD-13,Request for Judicial Intervention,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: conference
UD-13,Request for Judicial Intervention,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: conference
UD-13,Request for Judicial Intervention,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: conference
UD-14,Notice of Entry,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Notice of entry
UD-14,Notice of Entry,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-14,Notice of Entry,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-14,Notice of Entry,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-14,Notice of Entry,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-14,Notice of Entry,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-15,Affirmation of Service by Mail of JOD,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-15,Affirmation of Service by Mail of JOD,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-15,Affirmation of Service by Mail of JOD,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Affirmation of service by mail of JOD
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-15,Affirmation of Service by Mail of JOD,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-15,Affirmation of Service by Mail of JOD,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Affirmation of service by mail of JOD
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-15,Affirmation of Service by Mail of JOD,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: procedure
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Alternate summons form
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Alternate summons form
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Alternate summons form
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1a,Summons,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-2
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-2
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-2
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-2,Verified Complaint,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-3,Affirmation of Service,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-3,Affirmation of Service,Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-3,Affirmation of Service,Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
